"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20772","Login To Qualisphere","chromium","Thu Nov 20 03:55:10 PST 2025","passed","Thu Nov 20 03:55:31 PST 2025","","AuditCreate.spec.ts","",""
